handle,problem,rating
Risvy,Fence,1
Risvy,Fedor and New Game,1
Risvy,Worms,1
Risvy,BerSU Ball,1
Risvy,Puzzles,1
Risvy,Vanya and Lanterns,1
Risvy,Xenia and Ringroad,1
Risvy,Taxi,1
Risvy,Dragons,1
Risvy,Interesting drink,1
Risvy,Prefixes,1
Risvy,Ania and Minimizing,1
Risvy,Dawid and Bags of Candies,1
Risvy,Sereja and Suffixes,1
Risvy,Bad Prices,1
Risvy,Number Circle,1
Risvy,There Are Two Types Of Burgers,1
Risvy,Dijkstra?,1
Risvy,MaratonIME bot,1
Risvy,Songs Compression,1
Risvy,Thanos Sort,1
Risvy,Nineteen,1
Risvy,Cloning Toys,1
Risvy,Fashion in Berland,1
Risvy,Vicious Keyboard,1
Risvy,Magic Forest,1
Risvy,Turn the Rectangles,1
Risvy,Water Buying,1
Risvy,Diverse Team,1
Risvy,Be Positive,1
Risvy,Gluttony,1
Risvy,Greed,1
Risvy,Marco and GCD Sequence,1
Risvy,Vera And LCS,1
Risvy,Run For Your Prize,1
Risvy,Police Recruits,1
Risvy,Meeting of Old Friends,1
Risvy,Lunar New Year and Cross Counting,1
Risvy,File Name,1
Risvy,Cover Points,1
Risvy,Sort the Array,1
Risvy,Digits Sequence Dividing,1
Risvy,Divisors of Two Integers,1
Risvy,Less or Equal,1
Risvy,Splitting into digits,1
Risvy,Game with string,1
Risvy,Economy Game,1
Risvy,Olesya and Rodion,1
Risvy,Fedya and Maths,1
Risvy,The Eternal Immortality,1
Risvy,Memory and De-Evolution,1
Risvy,Build a Contest,1
Risvy,Tennis Championship,1
Risvy,Pineapple Incident,1
Risvy,Doors Breaking and Repairing,1
Risvy,Candy Bags,1
Risvy,Pasha and Stick,1
Risvy,New Year and Days,1
Risvy,Margarite and the best present,1
Risvy,Petya and Origami,1
Risvy,Simple Game,1
Risvy,Unlucky Ticket,1
Risvy,Cifera,1
Risvy,Bear and Elections,1
Risvy,Complete the Word,1
Risvy,Anatoly and Cockroaches,1
Risvy,War of the Corporations,1
Risvy,Replacement,1
Risvy,Two Bases,1
Risvy,In Search of an Easy Problem,1
Risvy,Appleman and Toastman,1
Risvy,Infinite Sequence,1
Risvy,New Year and Counting Cards,1
Risvy,Mishka and Game,1
Risvy,Vasya and Socks,1
Risvy,Patrick and Shopping,1
Risvy,Duff and Meat,1
Risvy,Anton and currency you all know,1
Risvy,Crazy Computer,1
Risvy,A and B and Team Training,1
Risvy,Ilya and Queries,1
Risvy,Cut Ribbon,1
Risvy,Young Physicist,1
Risvy,Raising Bacteria,1
Risvy,The number of positions,1
Risvy,Football,1
Risvy,Little Elephant and Rozdil,1
Risvy,"Pizza, Pizza, Pizza!!!",1
Risvy,Bachgold Problem,1
Risvy,k-th divisor,1
Risvy,Substrings Sort,1
Risvy,T-primes,1
Risvy,Buttons,1
Risvy,Maximum Increase,1
Risvy,Tricky Alchemy,1
Risvy,Card Game,1
Risvy,Free Cash,1
Risvy,LCM Challenge,1
Risvy,Amr and Music,1
Risvy,Oath of the Night's Watch,1
Risvy,Exam,1
Risvy,Cutting Banner,1
Risvy,Beru-taxi,1
Risvy,Books,1
Risvy,Kefa and First Steps,1
Risvy,Even Odds,1
Risvy,The Rank,1
Risvy,Jumping Ball,1
Risvy,Dasha and Stairs,1
Risvy,Link/Cut Tree,1
Risvy,Cheap Travel,1
Risvy,Sereja and Dima,1
Risvy,Increasing Sequence,1
Risvy,Nearest Minimums,1
Risvy,HQ9+,1
khushi23,Vanya and Lanterns,1
khushi23,Fedor and New Game,1
khushi23,Buttons,1
khushi23,I Wanna Be the Guy,1
khushi23,Sleuth,1
khushi23,Even Odds,1
khushi23,Reconnaissance 2,1
khushi23,Petr and Book,1
khushi23,Jzzhu and Children,1
khushi23,Chat room,1
khushi23,Lucky Division,1
khushi23,Dima and Friends,1
khushi23,Effective Approach,1
khushi23,Colorful Stones (Simplified Edition),1
khushi23,Stone Game,1
khushi23,Anton and Letters,1
khushi23,String Task,1
khushi23,Watermelon,1
khushi23,Bit++,1
khushi23,Soft Drinking,1
khushi23,Is your horseshoe on the other hoof?,1
khushi23,Helpful Maths,1
khushi23,Tram,1
khushi23,I_love_\%username\%,1
khushi23,Arrival of the General,1
khushi23,Perfect Permutation,1
khushi23,Ultra-Fast Mathematician,1
khushi23,Nearly Lucky Number,1
khushi23,Word,1
khushi23,Beautiful Year,1
khushi23,Queue at the School,1
khushi23,Beautiful Matrix,1
khushi23,Young Physicist,1
khushi23,Do Not Be Distracted!,1
khushi23,Sum of 2050,1
khushi23,Tit for Tat,1
khushi23,AGAGA XOOORRR,1
khushi23,Perfectly Imperfect Array,1
gnani_55,Who's Opposite?,1
gnani_55,Polycarp and Coins,1
phuctohuynh,Stable Groups,1
phuctohuynh,Love Song,1
phuctohuynh,Twins,1
phuctohuynh,Dragons,1
phuctohuynh,A+B,1
phuctohuynh,Potion-making,1
phuctohuynh,Arranging The Sheep,1
phuctohuynh,Nastia and Nearly Good Numbers,1
phuctohuynh,Distinct Numbers,1
tareq_sakib,Mocha and Diana (Easy Version),1
tareq_sakib,Swaps,1
tareq_sakib,Shifting Sort,1
tareq_sakib,Friends and Gifts,1
tareq_sakib,Nice Matrix,1
tareq_sakib,Suffix Structures,1
tareq_sakib,Complete the Word,1
tareq_sakib,Take Your Places!,1
tareq_sakib,A Variety of Operations,1
tareq_sakib,String Modification,1
tareq_sakib,Random Events,1
tareq_sakib,Find the Spruce,1
tareq_sakib,Checkposts,1
tareq_sakib,Scenes From a Memory,1
tareq_sakib,Berland Regional,1
tareq_sakib,Charmed by the Game,1
tareq_sakib,Deep Down Below,1
tareq_sakib,Fillomino 2,1
tareq_sakib,Watchmen,1
tareq_sakib,National Project,1
tareq_sakib,The Festive Evening,1
tareq_sakib,Ezzat and Two Subsequences,1
tareq_sakib,Flamingoes of Mystery,1
tareq_sakib,Love Triangle,1
tareq_sakib,Good String,1
tareq_sakib,Woodcutters,1
tareq_sakib,Mike and strings,1
tareq_sakib,Dreamoon Likes Permutations,1
tareq_sakib,Polo the Penguin and Matrix,1
tareq_sakib,Saving the City,1
tareq_sakib,Mashmokh and ACM,1
tareq_sakib,Contest for Robots,1
tareq_sakib,Backspace,1
tareq_sakib,Web of Lies,1
tareq_sakib,PizzaForces,1
tareq_sakib,Simple Strings,1
tareq_sakib,Spotlights,1
tareq_sakib,Creating the Contest,1
tareq_sakib,Constanze's Machine,1
tareq_sakib,Wonderful Coloring - 2,1
tareq_sakib,Homecoming,1
tareq_sakib,Dreamoon and WiFi,1
tareq_sakib,Lucky Numbers (easy),1
tareq_sakib,Inflation,1
tareq_sakib,Binary String Reconstruction,1
tareq_sakib,Berland Crossword,1
tareq_sakib,Co-growing Sequence,1
tareq_sakib,Shortest Path with Obstacle,1
tareq_sakib,Special Elements,1
tareq_sakib,Decrease the Sum of Digits,1
tareq_sakib,Equalize Prices,1
tareq_sakib,Lost Numbers,1
tareq_sakib,Bear and Prime 100,1
tareq_sakib,Is it rated - 2,1
tareq_sakib,Tetrahedron,1
tareq_sakib,Road Construction,1
tareq_sakib,Bear and String Distance,1
tareq_sakib,Prime Graph,1
tareq_sakib,Drazil and Factorial,1
tareq_sakib,Plus and Multiply,1
tareq_sakib,Learning Languages,1
tareq_sakib,Soldier and Badges,1
tareq_sakib,ConneR and the A.R.C. Markland-N,1
tareq_sakib,Non-Coprime Partition,1
tareq_sakib,K-Complete Word,1
tareq_sakib,Composite Coloring,1
tareq_sakib,Vacations,1
tareq_sakib,Passwords,1
tareq_sakib,Divisiblity of Differences,1
tareq_sakib,Pleasant Pairs,1
tareq_sakib,The number of positions,1
tareq_sakib,Maximum Median,1
tareq_sakib,Minimizing the String,1
tareq_sakib,King Escape,1
tareq_sakib,PriceFixed,1
tareq_sakib,Team,1
tareq_sakib,Increasing Subsequence (easy version),1
tareq_sakib,Neighbor Grid,1
tareq_sakib,Lose it!,1
tareq_sakib,Contest Start,1
tareq_sakib,Skyscrapers (easy version),1
tareq_sakib,Different Rules,1
tareq_sakib,Ehab the Xorcist,1
tareq_sakib,Erase and Extend (Hard Version),1
tareq_sakib,Putting Bricks in the Wall,1
tareq_sakib,Rumor,1
tareq_sakib,Transformation: from A to B,1
tareq_sakib,Little Alawn's Puzzle,1
tareq_sakib,Different Divisors,1
tareq_sakib,Histogram Ugliness,1
tareq_sakib,Colour the Flag,1
tareq_sakib,Palindrome Game (easy version),1
tareq_sakib,Stone Game,1
tareq_sakib,Make Them Odd,1
tareq_sakib,Phoenix and Puzzle,1
tareq_sakib,Ksusha the Squirrel,1
tareq_sakib,ABC String,1
tareq_sakib,Magic Numbers,1
tareq_sakib,Business trip,1
tareq_sakib,Potions (Easy Version),1
tareq_sakib,Unstable String,1
tareq_sakib,Corrupted Array,1
tareq_sakib,Nastia and a Good Array,1
tareq_sakib,Boredom,1
tareq_sakib,Alarm Clocks Everywhere,1
tareq_sakib,Easy Number Challenge,1
tareq_sakib,Maximum Product,1
tareq_sakib,Rectangles,1
tareq_sakib,Tiles,1
tareq_sakib,Sifid and Strange Subsequences,1
tareq_sakib,Substring Removal,1
tareq_sakib,Permutation Partitions,1
tareq_sakib,Chocolate,1
tareq_sakib,Nezzar and Lucky Number,1
tareq_sakib,Balanced Tunnel,1
tareq_sakib,Equidistant String,1
tareq_sakib,Letters Rearranging,1
tareq_sakib,Vasya and Socks,1
tareq_sakib,Filya and Homework,1
tareq_sakib,Maximum splitting,1
tareq_sakib,Prime Matrix,1
tareq_sakib,Divisor Subtraction,1
tareq_sakib,Max and Mex,1
tareq_sakib,Card Deck,1
tareq_sakib,Three swimmers,1
tareq_sakib,Accidental Victory,1
tareq_sakib,New Year Garland,1
tareq_sakib,Sherlock and his girlfriend,1
tareq_sakib,Substrings Sort,1
tareq_sakib,Fibonacci army,1
tareq_sakib,Yet Another Meme Problem,1
tareq_sakib,Exams,1
tareq_sakib,Caisa and Pylons,1
tareq_sakib,K-divisible Sum,1
tareq_sakib,Ball in Berland,1
tareq_sakib,Pluses and Minuses,1
tareq_sakib,RationalLee,1
tareq_sakib,Codeforces Subsequences,1
tareq_sakib,Valid BFS?,1
tareq_sakib,Mike and palindrome,1
tareq_sakib,Mahmoud and Longest Uncommon Subsequence,1
tareq_sakib,Wizard of Orz,1
tareq_sakib,Cameras,1
tareq_sakib,All the Vowels Please,1
tareq_sakib,Reverse a Substring,1
tareq_sakib,Big Vova,1
tareq_sakib,01 Game,1
tareq_sakib,Donut Shops,1
tareq_sakib,Flipping Game,1
tareq_sakib,Strange Partition,1
tareq_sakib,Candies,1
tareq_sakib,Zero Remainder Array,1
tareq_sakib,Good Numbers (hard version),1
tareq_sakib,Good Numbers (easy version),1
tareq_sakib,Books Exchange (hard version),1
tareq_sakib,Game On Leaves,1
tareq_sakib,Little Girl and Game,1
tareq_sakib,Negative Prefixes,1
tareq_sakib,Last minute enhancements,1
tareq_sakib,Binary String Minimizing,1
tareq_sakib,Rotation Matching,1
tareq_sakib,Division,1
tareq_sakib,Regular Bracket Sequence,1
tareq_sakib,Red and Blue,1
tareq_sakib,Perfect Team,1
tareq_sakib,Zero Array,1
tareq_sakib,George and Round,1
tareq_sakib,The Robot,1
tareq_sakib,Similar Sets,1
tareq_sakib,Berpizza,1
tareq_sakib,Quasi Binary,1
tareq_sakib,Card Constructions,1
tareq_sakib,Number Game,1
tareq_sakib,Books,1
tareq_sakib,Given Length and Sum of Digits...,1
tareq_sakib,Bear and Poker,1
tareq_sakib,Circle of Students,1
tareq_sakib,Common Divisors,1
tareq_sakib,Red-Blue Shuffle,1
tareq_sakib,Laptops,1
tareq_sakib,Expression,1
tareq_sakib,Dragons,1
tareq_sakib,Jzzhu and Sequences,1
tareq_sakib,Longest Palindrome,1
tareq_sakib,Nastya and Rice,1
tareq_sakib,A Cookie for You,1
tareq_sakib,Fence,1
tareq_sakib,Frog Jumps,1
tareq_sakib,Nice Garland,1
tareq_sakib,Divisors of Two Integers,1
tareq_sakib,XXXXX,1
tareq_sakib,K-th Beautiful String,1
tareq_sakib,The Phone Number,1
tareq_sakib,Buying Shovels,1
tareq_sakib,Repainting Street,1
tareq_sakib,Counting Rhombi,1
tareq_sakib,Cut Ribbon,1
tareq_sakib,Anti-Sudoku,1
tareq_sakib,Unique Bid Auction,1
tareq_sakib,Number into Sequence,1
tareq_sakib,Sequence Transformation,1
tareq_sakib,Social Distance,1
tareq_sakib,Dominant Piranha,1
tareq_sakib,Increase and Copy,1
tareq_sakib,Subtract or Divide,1
tareq_sakib,Binary Table (Easy Version),1
tareq_sakib,Registration System,1
tareq_sakib,Sum of Medians,1
tareq_sakib,Deadline,1
tareq_sakib,Less or Equal,1
tareq_sakib,Valerii Against Everyone,1
tareq_sakib,Level Statistics,1
tareq_sakib,Alternating Subsequence,1
tareq_sakib,Two Teams Composing,1
tareq_sakib,Present from Lena,1
tareq_sakib,Numbers on Whiteboard,1
tareq_sakib,Ahahahahahahahaha,1
lienniel,Beautiful numbers,1
lienniel,Regular Bracket Sequence,1
lienniel,Red and Blue,1
sr5678467,Social Network (hard version),1
sr5678467,Equalize Prices Again,1
sr5678467,Vitamins,1
sr5678467,And Then There Were K,1
sr5678467,Preparing Olympiad,1
sr5678467,Petr and a Combination Lock,1
sr5678467,Raising Bacteria,1
sr5678467,Free Ice Cream,1
sr5678467,Next Round,1
sr5678467,Swaps,1
sr5678467,Two Shuffled Sequences,1
sr5678467,Parity Alternated Deletions,1
sr5678467,Beautiful Year,1
sr5678467,Board Game,1
sr5678467,Lucky Sum,1
sr5678467,Lucky Numbers (easy),1
sr5678467,President's Office,1
sr5678467,Noldbach problem,1
sr5678467,Prime Matrix,1
sr5678467,Easy Number Challenge,1
sr5678467,Night at the Museum,1
sr5678467,Array,1
sr5678467,Meeting of Old Friends,1
sr5678467,Mike and palindrome,1
sr5678467,cAPS lOCK,1
sr5678467,Wonderful Coloring - 1,1
sr5678467,Boys and Girls,1
sr5678467,Comparing Strings,1
sr5678467,Table,1
sr5678467,Supercentral Point,1
sr5678467,Infinite Sequence,1
sr5678467,Pouring Rain,1
sr5678467,Vasya and Digital Root,1
sr5678467,Palindromic Times,1
sr5678467,Lucky Division,1
sr5678467,If at first you don't succeed...,1
sr5678467,Fake NP,1
sr5678467,"Pizza, Pizza, Pizza!!!",1
sr5678467,Arpa’s hard exam and Mehrdad’s naive cheat,1
sr5678467,The Artful Expedient,1
sr5678467,Cableway,1
sr5678467,Calculating Function,1
sr5678467,Beautiful Matrix,1
sr5678467,Anton and Danik,1
sr5678467,Petya and Strings,1
sr5678467,Stones on the Table,1
sr5678467,Array with Odd Sum,1
sr5678467,Even Array,1
sr5678467,Chat room,1
sr5678467,Boy or Girl,1
sr5678467,Watermelon,1
sr5678467,Nearly Lucky Number,1
sr5678467,Team,1
sr5678467,String Task,1
sr5678467,Bit++,1
sr5678467,Word Capitalization,1
aakashgarg19,Jury Meeting,1
aakashgarg19,Chess Tournament,1
aakashgarg19,Who's Opposite?,1
aakashgarg19,Painting Eggs,1
aakashgarg19,Little Pigs and Wolves,1
aakashgarg19,Trace,1
aakashgarg19,The Fibonacci Segment,1
aakashgarg19,Mocha and Math,1
aakashgarg19,Vasya and Wrestling,1
aakashgarg19,George and Round,1
aakashgarg19,Petya and Staircases,1
aakashgarg19,Little Girl and Game,1
aakashgarg19,OR in Matrix,1
aakashgarg19,Find Marble,1
aakashgarg19,Little Pony and Sort by Shift,1
aakashgarg19,Jzzhu and Sequences,1
aakashgarg19,Moamen and k-subarrays,1
aakashgarg19,T-primes,1
aakashgarg19,Fedor and New Game,1
aakashgarg19,Xenia and Ringroad,1
aakashgarg19,Wonderful Coloring - 2,1
aakashgarg19,Maximum Cost Deletion,1
aakashgarg19,Triangle,1
aakashgarg19,Alphabetical Strings,1
aakashgarg19,Customising the Track,1
aakashgarg19,Exciting Bets,1
aakashgarg19,Plate Game,1
aakashgarg19,Strange Addition,1
aakashgarg19,Pleasant Pairs,1
aakashgarg19,Pretty Permutations,1
aakashgarg19,Counting Sticks,1
aakashgarg19,K-th Beautiful String,1
aakashgarg19,Deleting Divisors,1
aakashgarg19,Arithmetic Array,1
aakashgarg19,Challenging Cliffs,1
aakashgarg19,Bar,1
aakashgarg19,Funky Numbers,1
aakashgarg19,"Rook, Bishop and King",1
aakashgarg19,Next Test,1
aakashgarg19,Histogram Ugliness,1
aakashgarg19,Snow Footprints,1
aakashgarg19,Card Game,1
aakashgarg19,Colour the Flag,1
aakashgarg19,Sockets,1
aakashgarg19,Dima and Continuous Line,1
aakashgarg19,Palindromic Times,1
aakashgarg19,Eugeny and Array,1
aakashgarg19,Help Vasilisa the Wise 2,1
aakashgarg19,Comparing Strings,1
aakashgarg19,Stone Game,1
aakashgarg19,Two Bags of Potatoes,1
aakashgarg19,Vasya and Digital Root,1
aakashgarg19,Life Without Zeros,1
aakashgarg19,DZY Loves Chessboard,1
aakashgarg19,Giga Tower,1
aakashgarg19,Array,1
aakashgarg19,Domino,1
aakashgarg19,Unstable String,1
aakashgarg19,Array Reodering,1
aakashgarg19,Fair Playoff,1
aakashgarg19,Cut Ribbon,1
aakashgarg19,Roma and Lucky Numbers,1
aakashgarg19,Counterexample ,1
aakashgarg19,Watching a movie,1
aakashgarg19,Dreamoon and Stairs,1
aakashgarg19,Potions (Easy Version),1
aakashgarg19,Pashmak and Garden,1
aakashgarg19,Even Odds,1
aakashgarg19,Puzzles,1
aakashgarg19,Lucky Division,1
aakashgarg19,Chat room,1
aakashgarg19,Twins,1
aakashgarg19,Petya and Strings,1
aakashgarg19,String Task,1
aakashgarg19,Way Too Long Words,1
aakashgarg19,Watermelon,1
aakashgarg19,Eshag Loves Big Arrays,1
mustafizurpegon,I_love_\%username\%,1
mustafizurpegon,Bus to Udayland,1
mustafizurpegon,Panoramix's Prediction,1
mustafizurpegon,Fafa and his Company,1
mustafizurpegon,Spy Detected!,1
mustafizurpegon,New Year and Hurry,1
mustafizurpegon,Kefa and First Steps,1
mustafizurpegon,Digits Sum,1
mustafizurpegon,George and Accommodation,1
mustafizurpegon,Beautiful Year,1
mustafizurpegon,Nearly Lucky Number,1
mustafizurpegon,Queue at the School,1
mustafizurpegon,Elephant,1
mustafizurpegon,Stones on the Table,1
mustafizurpegon,Bit++,1
mustafizurpegon,Next Round,1
mustafizurpegon,Way Too Long Words,1
mustafizurpegon,Watermelon,1
nithinb,Special Offer! Super Price 999 Bourles!,1
nithinb,Tanya and Postcard,1
nithinb,Duff in Love,1
nithinb,Fox Dividing Cheese,1
nithinb,Soldier and Cards,1
nithinb,Lucky Permutation Triple,1
nithinb,Drazil and Factorial,1
nithinb,Two Arrays and Sum of Functions,1
nithinb,Integer Points,1
nithinb,Fence,1
nithinb,Nice Matrix,1
nithinb,Rock and Lever,1
nithinb,Lucky Sum of Digits,1
nithinb,Two Arrays,1
nithinb,k-Amazing Numbers,1
nithinb,Killjoy,1
nithinb,Non-zero Segments,1
nithinb,Symmetric Matrix,1
nithinb,Inbox (100500),1
nithinb,3-palindrome,1
nithinb,If at first you don't succeed...,1
nithinb,Game of Robots,1
nithinb,Turn the Rectangles,1
nithinb,Div. 64,1
nithinb,Mortal Kombat Tower,1
nithinb,Unimodal Array,1
nithinb,ACM ICPC,1
nithinb,Gotta Catch Em' All!,1
nithinb,"Happy Birthday, Polycarp!",1
nithinb,Fair Game,1
nithinb,Watching a movie,1
nithinb,"Pizza, Pizza, Pizza!!!",1
nithinb,Palindrome Dance,1
nithinb,New Building for SIS,1
nithinb,Bear and Raspberry,1
nithinb,Good ol' Numbers Coloring,1
nithinb,Shortest path of the king,1
nithinb,Balanced Rating Changes,1
nithinb,Nearest Interesting Number,1
nithinb,Appleman and Easy Task,1
nithinb,Beautiful String,1
nithinb,Pasha and Stick,1
nithinb,Dasha and Stairs,1
nithinb,Amr and Music,1
nithinb,Ehab Fails to Be Thanos,1
nithinb,2048 Game,1
nithinb,Round House,1
nithinb,Superhero Transformation,1
nithinb,Broken Keyboard,1
nithinb,Fake NP,1
nithinb,Valera and X,1
nithinb,Big Vova,1
nithinb,Ahahahahahahahaha,1
nithinb,Bad Triangle,1
nithinb,RPG Protagonist,1
nithinb,Binary String Reconstruction,1
nithinb,Good Subarrays,1
nithinb,Binary String Minimizing,1
nithinb,Minimize the Permutation,1
nithinb,Platforms Jumping,1
nithinb,Ilya and Queries,1
nithinb,Computer Game,1
nithinb,Payment Without Change,1
nithinb,Omkar and Waterslide,1
nithinb,Block Adventure,1
nithinb,Omkar and Infinity Clock,1
nithinb,Make Them Equal,1
nithinb,Vova and Train,1
nithinb,Sum of Round Numbers,1
nithinb,Less or Equal,1
nithinb,Donut Shops,1
nithinb,Boboniu Likes to Color Balls,1
nithinb,Hotelier,1
nithinb,Simple Strings,1
nithinb,Increasing Matrix,1
nithinb,Birthday,1
nithinb,"Rainbow Dash, Fluttershy and Chess Coloring",1
nithinb,Boats Competition,1
nithinb,Gifts Fixing,1
nithinb,Captain Flint and Crew Recruitment,1
nithinb,Good String,1
nithinb,LCM Problem,1
nithinb,Omkar and Last Class of Math,1
nithinb,Choosing flowers,1
nithinb,AccurateLee,1
nithinb,Koa and the Beach (Easy Version),1
nithinb,String Transformation 1,1
nithinb,Common Prefixes,1
nithinb,Sequential Nim,1
nithinb,Dubious Cyrpto,1
nithinb,Acacius and String,1
nithinb,Required Remainder,1
nithinb,01 Game,1
nithinb,GCD Compression,1
nithinb,Odd Selection,1
nithinb,Similar Pairs,1
nithinb,Honest Coach,1
assy,Counting-out Rhyme,1
assy,Comparing Two Long Integers,1
assy,Replace To Make Regular Bracket Sequence,1
assy,The Union of k-Segments,1
assy,Minimum spanning tree for each edge,1
assy,XOR and Favorite Number,1
assy,Skills,1
assy,Peter and Snow Blower,1
assy,Gena's Code,1
assy,Link/Cut Tree,1
assy,Anton and School - 2,1
assy,Anton and Fairy Tale,1
assy,Saitama Destroys Hotel,1
assy,Lazy Student,1
assy,Moodular Arithmetic,1
assy,Alternative Thinking,1
assy,Spongebob and Squares,1
assy,Online Exam,1
assy,Super M,1
assy,PawnChess,1
assy,Wizards' Duel,1
assy,Duff and Weight Lifting,1
assy,"Alice, Bob, Oranges and Apples",1
assy,Gennady the Dentist,1
assy,Anton and Ira,1
assy,Dima and Lisa,1
assy,Once Again...,1
assy,Three Logos,1
assy,Developing Skills,1
assy,Kefa and Watch,1
assy,Fight the Monster,1
assy,Points on Plane,1
assy,Order Book,1
assy,Pig and Palindromes,1
assy,Tree Requests,1
assy,Simple Game,1
assy,Primes or Palindromes?,1
assy,Wilbur and Points,1
assy,Jeff and Rounding,1
assy,Mafia,1
assy,Lucky Common Subsequence,1
assy,Alternating Current,1
assy,Equivalent Strings,1
assy,Gerald's Hexagon,1
assy,Writing Code,1
assy,Glass Carving,1
assy,MUH and Cube Walls,1
assy,Vanya and Computer Game,1
assy,Vasya and Chess,1
assy,Vasya and Wrestling,1
assy,Vasya and Football,1
assy,Bits,1
assy,Dreamoon and Strings,1
assy,Dreamoon and Sums,1
assy,Kamal-ol-molk's Painting,1
assy,Design Tutorial: Inverse the Problem,1
assy,Suffix Structures,1
assy,Pashmak and Buses,1
assy,Pashmak and Flowers,1
assy,Pashmak and Garden,1
assy,Little Dima and Equation,1
assy,George and Job,1
assy,Appleman and Card Game,1
assy,Wonder Room,1
assy,Cheap Travel,1
assy,Jzzhu and Sequences,1
assy,Little Pony and Expected Maximum,1
assy,Predict Outcome of the Game,1
assy,Game With Sticks,1
assy,Population Size,1
assy,Volcanoes,1
assy,Multitasking,1
assy,Milking cows,1
assy,Planets,1
assy,Greg and Graph,1
assy,Robot Control,1
assy,Renting Bikes,1
assy,Fixing Typos,1
assy,Fence,1
assy,Soroban,1
assy,Shaass and Bookshelf,1
assy,Weird Game,1
assy,Ksusha the Squirrel,1
neel07,Mocha and Hiking,1
neel07,Mocha and Math,1
neel07,Moamen and k-subarrays,1
neel07,Gregor and Cryptography,1
neel07,Cherry,1
neel07,Pursuit,1
neel07,Putting Plates,1
neel07,Maximum Cost Deletion,1
neel07,Pair Programming,1
neel07,Alphabetical Strings,1
neel07,Exciting Bets,1
neel07,Pretty Permutations,1
neel07,Array Reodering,1
neel07,Most Unstable Array,1
neel07,I Hate 1111,1
neel07,Potions (Easy Version),1
neel07,Mean Inequality,1
neel07,Similar Pairs,1
neel07,Social Distance,1
neel07,Palindrome Game (hard version),1
neel07,And Then There Were K,1
neel07,Boats Competition,1
neel07,Armchairs,1
neel07,Permutation Sort,1
neel07,Collecting Coins,1
neel07,Make It Good,1
neel07,Restore the Permutation by Merger,1
neel07,Three Pairwise Maximums,1
neel07,Odd Sum Segments,1
neel07,Minimum Product,1
neel07,Symmetric Matrix,1
neel07,Floor Number,1
neel07,Nastia and Nearly Good Numbers,1
neel07,Same Differences,1
neel07,Ordinary Numbers,1
neel07,Red-Blue Shuffle,1
neel07,Phoenix and Puzzle,1
neel07,Baby Ehab Partitions Again,1
neel07,AGAGA XOOORRR,1
neel07,Tit for Tat,1
neel07,Sequence with Digits,1
neel07,GCD of an Array,1
neel07,TMT Document,1
neel07,GCD Length,1
neel07,Strange Partition,1
neel07,Long Jumps,1
neel07,Fair Division,1
neel07,Cards for Friends,1
neel07, Déjà Vu,1
neel07,DMCA,1
neel07,Box Fitting,1
neel07,GCD Sum,1
neel07,Strange Table,1
neel07,k-LCM (easy version),1
neel07,Three swimmers,1
neel07,Shifting Stacks,1
neel07,Cat Cycle,1
neel07,Arena,1
neel07,The Great Hero,1
neel07,New Colony,1
neel07,Space Navigation ,1
neel07,Sequence Transformation,1
neel07,Unique Bid Auction,1
neel07,Special Permutation,1
neel07,Array Rearrangment,1
aberent,Hemose in ICPC ?,1
aberent,Bakry and Partitioning,1
aberent,Hemose Shopping,1
aberent,Gamer Hemose,1
aberent,Portal,1
aberent,The Strongest Build,1
aberent,Slay the Dragon,1
aberent,Book,1
aberent,Buds Re-hanging,1
aberent,Inconvenient Pairs,1
aberent,Jury Meeting,1
aberent,Non-Decreasing Dilemma,1
aberent,MEXor Mixup,1
aberent,Domino Disaster,1
aberent,Bottom-Tier Reversals,1
aberent,Up the Strip,1
aberent,Up the Strip (simplified version),1
aberent,Simply Strange Sort,1
aberent,Mocha and Diana (Hard Version),1
aberent,Moamen and XOR,1
